id	swave	emp	tage	initage	nvals
3501	3	1	37	36	0
3501	4	1	37	36	0
3501	5	1	38	36	0
3501	6	1	38	36	0
3538	0	1	28	28	1
3538	1	1	28	28	0
3538	2	1	28	28	0
3538	3	1	29	28	0
3538	4	1	29	28	0
3538	5	1	29	28	0
3538	6	1	30	28	0
3545	0	1	26	26	1
3545	1	1	26	26	0
3545	2	1	26	26	0
3545	3	1	27	26	0
3545	4	1	27	26	0
3545	5	1	27	26	0
3545	6	1	28	26	0
3588	0	1	37	37	1
3588	1	1	37	37	0
3588	2	1	37	37	0
3588	3	1	38	37	0
3588	4	1	38	37	0
3588	5	1	38	37	0
3588	6	1	39	37	0
3685	0	1	30	30	1
3685	1	1	30	30	0
3685	2	1	31	30	0
3685	3	1	31	30	0
3685	4	1	31	30	0
3685	5	1	32	30	0
3685	6	1	32	30	0
3783	0	1	40	40	1
3783	1	1	40	40	0
3783	2	1	41	40	0
3783	3	1	41	40	0
3783	4	1	41	40	0
3783	5	1	42	40	0
3783	6	1	42	40	0
3924	0	1	36	36	1
3924	1	1	36	36	0
3924	2	1	36	36	0
3924	3	1	37	36	0
3924	4	1	37	36	0
3924	5	1	37	36	0
3924	6	1	38	36	0
3956	0	1	24	24	1
3956	1	1	24	24	0
3956	2	1	24	24	0
3956	3	1	25	24	0
3956	4	1	25	24	0
3956	5	1	25	24	0
3956	6	1	26	24	0
3990	0	1	40	40	1
3990	1	1	40	40	0
3990	2	1	41	40	0
3990	3	1	41	40	0
3990	4	1	41	40	0
3990	5	1	42	40	0
3990	6	1	42	40	0
4018	0	1	22	22	1
4018	1	1	22	22	0
4018	2	1	22	22	0
4018	3	1	23	22	0
4018	4	1	23	22	0
4018	5	1	23	22	0
4018	6	1	24	22	0
4045	0	1	37	37	1
4045	1	1	38	37	0
4045	2	1	38	37	0
4045	3	1	38	37	0
4045	4	1	39	37	0
4045	5	1	39	37	0
4045	6	1	39	37	0
4079	0	1	27	27	1
4079	1	1	28	27	0
4079	2	1	28	27	0
4079	3	1	28	27	0
4079	4	1	29	27	0
4079	5	1	29	27	0
4079	6	1	29	27	0
4126	0	1	32	32	1
4126	1	1	32	32	0
4126	2	1	32	32	0
4126	3	1	33	32	0
4126	4	1	33	32	0
4126	5	1	33	32	0
